CU3959,For over 114 years (formally Cable and Wireless) has been providing connectivity to countries throughout the world via their national and international telecom's networks. Today Sure South Atlantic Limited is licensed by the St Helena Government to provide international public telecommunications services to the Island of St Helena. Our services include National & International Telephone Public Internet and Television Re-Broadcast. Sure continues to invest in the network infrastructure on St Helena and our international satellite links enabling us to offer robust high quality communication services for both residential and business customers. In April 2013 the company was acquired by the Batelco Group a leading telecommunications provider to 16 markets spanning the Middle East & Northern Africa Europe and the South Atlantic and Indian Ocean.  This marks the start of an exciting new phase for our business as we join an international organisation which is committed to delivering value and unsurpassed customer service. To underpin the important changes to our business with effect from 15th July 2013 we changed our name from Cable & Wireless South Atlantic Ltd to Sure South Atlantic Limited.  Sure International is the corporate division of the business enabling companies that operate in the islands to reliably and efficiently connect and transact with their global partners. Serving the communities where Sure operates is at the heart of the Company’s approach. Sure is committed to behaving in an ethical and socially responsible manner.
CU3976,Part of PGS Group
CU3977,Our staff at Salisbury District Hospital have long been well regarded for the quality of care and treatment they provide for our patients and for their innovation commitment and professionalism.  This has been recognised in a wide range of achievements and it is reflected in our award of NHS Foundation Trust status. This is afforded to hospitals that provide the highest standards of care.
CU3991,Lloyds have been in business since 1997 and we have become one of the UK's leading players in the Communications market. Originally our focus was to provide telephone system solutions to our customers but as our clients needs have changed and technology has evolved we made the call some years ago to become a total Technology Provider.  We now offer a complete range of integrated solutions covering all aspects of IP Telephony IT and Mobile technology solutions.  Our clients receive the service they require from just one company which has huge benefits in terms of cost autonomy and service delivery.
CU4014,.
CU4019,Ogier is one of the world's leading providers of international legal and trust fund and company administration services. The group has a presence in 11 jurisdictions around the world namely Bahrain the British Virgin Islands (BVI) the Cayman Islands Dublin Guernsey Hong Kong Jersey London Luxembourg Shanghai and Tokyo. Today we employ over 850 professional and support staff.  We advise on BVI Cayman Guernsey Jersey and Luxembourg law and provide administration services through our network of offices across the globe.  Corporate and finance law and administration services form the core of our business principally in the areas of banking corporate and commercial investment funds private wealth real estate investment and structured finance. At the same time we are a full-service firm with strong practices in the areas of performance and reward management employment law litigation and property.  Being a leader in our field we have long-established relationships with many of the world's leading international financial institutions professional advisors and regulatory bodies; we are instructed by 23 of the top 25 global law firms and act for 21 of the top 25 global banks.  We have a proactive and flexible approach. We offer clients the strength in depth to handle the largest most demanding and complex offshore transactions and pride ourselves on providing expert efficient and cost-effective advice and services across all time zones.  Our clients value our technical excellence business acumen and client focused service.   We also recognise that our business is a people business and we invest substantially in recruiting training and retaining the best people to ensure that our clients have access to the highest quality of international legal and administration services. Many of our lawyers and trust professionals joined the Ogier Group from leading City of London and US-based firms bringing a wealth of international knowledge.
CU4024,The Catenian Association is an international body of proudly Catholic laymen who meet at least once a month in local units called Circles to enjoy each other's company and thereby strengthen their family life and faith through friendship. It is open to laymen (men baptised or received into the Roman Catholic Church) from the age of 21 years. The Association has a number of objectives: · To foster deep and long lasting friendships among members and their families; · To provide benevolence of a spiritual moral and financial nature to members and their families who find themselves in difficulty or need · To provide support to the Clergy  · To advance the interests of young Catholics and assist them in the choice or pursuit of a career The Catenian Association is non political and is not a Catholic Action organisation but it is an organisation for active Catholics. Many members of the Association are involved with the Church particularly as Readers and Eucharistic Ministers. Some are governors of Catholic schools or involved with Diocesan education committees and others undertake roles in Parish and Diocesan finance committees or other activity. Many Catenians are involved with Catholic charities and other similar local national and international charities. Members are drawn from a wide range of experience. Many have a business or professional background some are self employed while others have a teaching health service or other public service background. Some have no formal qualifications. The Catenians raise funds to support a wide span of charities and interests at a local national or International level. The Association has two charities: “The Benevolent and Children’s Fund” for its own members and their dependents and the “Bursary Fund” which helps young Catholics aged 16 to 24 who are to take part in community-based projects at home and abroad which have a clear benefit for others as well as for the participant. Applicants for grants from the
CU4031,Servelec Controls Ltd                     Purchase orders begin: 009009****
CU4033,Facilities and Resources Our data centres are home to many billions of rows of sensitive data ranging from Post Office address files and OSIS Telephone data to customer account information and access control lists.  All this data needs careful handling to ensure that its integrity is retained and its safety ensured.  Our servers are protected 24 hours a day by numerous safety and security systems from Uninterruptable Power Supplies and mains power generators to firewalls and anti-virus software.  Our specialist Data Loading department can handle data supplied in almost any format and our database developers are experts in extracting every last ounce of useful information from your data.  We also have our own in-house Software Development team who can provide bespoke applications and web services to complement our projects.
CU4049,Since 1865 Furness Building Society has played a vital role in the lives of Furness people by helping them buy a home of their own and by providing a safe home for their savings.  Our success has been founded on the fact that we are run for the benefit of our members. The Furness unlike the banks and converted building societies has no shareholders to pay dividends to. This means we can pass on more to you by way of better savings rates and innovative mortgage products backed up by friendly efficient service.  Our commitment to the long term benefit of our existing and future members means we are constantly adding products and services which offer excellent value for money and respond to our members needs.
CU4067,They are our partner for it recycling work and this is a sales ledger customer account so we can bill them for commission etc
CU4111,SunGard Availability Services SunGard Availability Services delivers secure resilient IT infrastructure and organisational availability services through a unique combination of scalable managed IT production environments and Workplace Recovery centres with the added benefit of remote access solutions for your workforce: Connected via our private network across our multiple locations and all supported by experience gained from five decades of keeping businesses resilient.
CU4138,kfc + pizza hut (Costa coffee etc)
CU4165,The Zoological Society of London (ZSL) is a charity devoted to the worldwide conservation of animals and their habitats.  Registered Charity in England and Wales no. 208728
CU4176,Ogier Fiduciary Services Ogier Fiduciary Services is a world renowned independent professional services firm that provides international trust fund and company administration services to large multi-national corporations financial institutions high net worth individuals family offices and investment funds.   With over 450 professionals across a network of ten international offices covering all time zones and key financial centres we are able to handle large demanding and complex engagements whilst delivering the highest levels of client service. Ogier Fiduciary Services' network of offices includes Bahrain the British Virgin Islands the Cayman Islands Dublin Guernsey Hong Kong Jersey London Luxembourg and Tokyo.
CU4192,Cash sale
CU4196,Company profile  Petroleum Geo-Services (PGS) offers a broad range of products including; seismic and electromagnetic services data acquisition processing reservoir analysis/interpretation and multi-client library data. We help oil companies to find oil and gas reserves offshore worldwide.  Overview PGS was founded in Norway in 1991 with 2 seismic ships and some highly innovative ideas on how to reshape the industry. Today we share the same drive to innovate as inspired our founders though the team is bigger: 14 offshore seismic vessels 21 data processing centers 35 offices worldwide employing 67 nationalities PGS has a presence in over 25 countries with regional centers in London Houston and Singapore. Our headquarters is in Oslo Norway and the PGS share is listed on the Oslo stock exchange (OSE:PGS).
CU4199,What We Do  Global Customer Registration & Validation  Global ID Verification & Authentication  Bank Account Validation & Verification  Data Cleansing and Enhancement  Database Management  Analysis & Insight  Campaign & Loyalty Management  Digital Marketing Services  Direct Marketing Consultancy  Employee Identity Verification  Criminal Records Check  Asset Reunification  Debtor Tracing  Intelligence Gathering  Driving Licence Verification  Fraud Investigation  ID Document Image Validation
CU4229,Hotel ownership company - own 5-10 hotels
CU4231,Owns the Holiday Inn Express Dunstable
CU4235,Owns the Holiday Inn Express Cheltenham
CU4237,PART OF BDL
CU4239,PART OF BDL
CU4240,PART OF BDL
CU4242,part of bdl
CU4243,part of bdl
CU4244,part of bdl
CU4247,part of bdl
CU4249,part of bdl
CU4268,The incident led the government and the Reserve Bank of Australia (RBA) to look at ways of combating this threat.Working with the government's scientific department the Commonwealth Scientific and Industrial Research Organisation (CSIRO) and the University of Melbourne the Reserve Bank of Australia (RBA) invested around $20m over the next two decades to develop a new paradigm in currency security.Guardian® polymer banknotes often referred to as ‘plastic money’ were first issued in Australia in 1988 - the year of the nation's bicentenary. The foremost commemorative $10 note contained both the first transparent window and first hologram of any type making it the most secure banknote of its time. After being successfully received by the public the RBA introduced a $5 note for general circulation in 1992 followed by successive notes in the years following. Throughout the 1990s Guardian® banknote substrate steadily grew in popularity throughout the world with the innovative polymer-based technology gaining the trust and confidence of more than 30 Central Banks to either adopt Guardian® for use in mainstream denominations or as a commemorative note as a test and forerunner to future use.In 1996 the Reserve Bank of Australia (RBA) and Innovia Films entered into a joint venture to create Securency International an arrangement that was concluded in February 2013 when Innovia acquired the RBA's 50% share in the business. The RBA proved an outstanding partner in helping Securency establish itself in the global banknote industry during a period in which some of the world's most successful companies including 3M and Mobil also attempted to enter the banknote substrate market but were unable to do so.With a heritage of innovation and technical expertise that makes Guardian® the world's most sophisticated banknote substrate Innovia Security is at the forefront of change and influence in an industry that has remained paper-based and relatively static for around 300 years
CU4269,Streamline Shipping Group Ltd is a privately owned company with headquarters at Blaikies Quay in Aberdeen Harbour and depots around Scotland in Glasgow Aberdeen Orkney and Shetland and through the recent acquisition of Lincs Forwarding Ltd now in Grimsby also.
CU4290,Scottish Rugby is the governing body for rugby union in Scotland. Our role is to do whatever it takes in order to grow the game and help it flourish in a manner that fits our values. In 2012 we outlined our key aims and how we intend to Inspire Scotland through Rugby.  International rugby  Based at BT Murrayfield Stadium Edinburgh we administer Scotland's international rugby teams and Scotland's two professional clubs Edinburgh Rugby and Glasgow Warriors.
CU4296,The NASUWT (National Association of Schoolmasters Union of Women Teachers) is the largest teachers' union in the UK and the only TUC-affiliated teachers’ union to represent teachers in England Northern Ireland Scotland and Wales. NASUWT organises in all sectors from early years to further education and represents teachers in all roles including heads and deputies.
CU4302,We help all types of businesses and public sector organisations to reduce costs and improve the quality of customer communications through mail email and parcels.
CU4304,Domestic & General has been protecting people's possessions for over 60 years. We look after almost every household appliance from washing machines to TVs and also offer protection plans for your central heating plumbing and drains.
CU4322,Aramex is a leading global provider of comprehensive logistics and transportation solutions. Established in 1982 as an express operator the company rapidly evolved into a global brand recognized for its customized services and innovative multi-product offering. In January 1997 Aramex became the first Arab-based international company to trade its shares on the NASDAQ stock exchange. After five years of successful trading Aramex returned to private ownership in February 2002 and continued to expand and excel as a privately owned company establishing global alliances and gaining stronger brand recognition. In June 2005 Aramex went public on the Dubai Financial Market (DFM) as Arab International Logistics (Aramex) with its shares traded under ARMX. Today Aramex employs more than 13900 people in over 354 locations across 60 countries and has a strong alliance network providing worldwide presence.   The range of services offered by Aramex includes international and domestic express delivery freight forwarding logistics and warehousing records and information Management solutions e-business solutions and online shopping services.
CU4326,IT Installation and maintenance compoany
CU4327,Cricket Ground
CU4331,Shipping and Oil company
CU4335,Securus Software has been established for over a decade and is the UK’s leading provider of child protection and monitoring software.  Our team is comprised of individuals with specialist expertise in safeguarding and public protection technology cyber security and forensic investigation. We offer support that meets the changing needs of our customers across the education enforcement and commercial sectors and are trusted partners of a range of organisations within those sectors.
CU4343,We have a specially designed 6 stage process that is proven to make sure the project runs smoothly throughout the migration process. We will make sure that your project is a pain-free process for you
CU4345,Riversdale Primary School provides a happy stimulating learning environment where every child is valued. We seek to develop the attitudes skills and knowledge which will help pupils achieve their true potential through praise encouragement and high expectations of work and behaviour.
CU4365,Artis makes sourcing the full spectrum of high quality tableware glassware cutlery and barware from around the world into an art form and is one of the largest suppliers to the UK foodservice industry including many high profile restaurants bars and hotels  With a sterling reputation for innovation design quality and good service Artis has an extensive product portfolio that includes many well-known international brands such as Bodum Alessi Tramontina Luigi Bormioli Libbey Durobor Royal Leerdam David Mason (DMD) Costa Verde Tognana and Ceraflame  Please contact our team to make an appointment to view our products at our large showroom in Chessington Surrey; Artis looks forward to welcoming you.
CU4368,PRIMARYBUSTYPE = Business Svcs  :  TOTALDATASTORAGE = 6-10 TB  :  NOOFACTUALSERVERS = 36 - 50 servers  :  STORAGEMGMTSW =   :  DASVENDOR =   :  NASVENDOR =   :  SANVENDOR = Dell  :  PREFERREDSERVERHW =   :  DESKTOPVIRTUALISATIONSW =   :  DBMS = Progress  :  ANTIVIRUSSW = Sophos  :  FIREWALLSOLUTION =   :  NOOFVIRTUALSERVERS = 6-10 Virtual Servers  :  NETWORKINGHWBRANDS =   :  MESSAGINGSW =  *** VMWare Lead
CU4381,High School
CU4389,its me
CU4392,Trinity St. Mary's Church of England Primary School was established over 150 years ago it is a friendly primary school in the heart of Balham. We are committed to outstanding teaching standards and exciting inspiring lessons. We endeavour to keep our classes smaller thus allowing all children to thrive and reach their full potential.  Ofsted comments that 'well organised teaching creates learning opportunities that are personalised. Lessons are exciting and staff help to develop children's learning and independent thinking.'  As Executive Head and an Ofsted inspector my time is spent primarily at Trinity St Mary’s school also completing Ofsted inspections and at the moment supporting Salmestone Primary in Margate who are currently on their journey to becoming a good/outstanding school.   At Trinity St Mary’s we are extremely lucky to have an amazing team of staff who are dedicated to not only creating fantastic opportunities for the children at Trinity St Mary’s but who also are Lead Practioners who support vulnerable schools both locally and nationally. These members of staff include specialists in assessment RRS Early Years literacy inclusion and maths.
CU4403,At Valentines High School our main focus is for our students to achieve excellence in all that they do. Valentines is a multi cultural mixed comprehensive school with around 1350 students.  We aim to work in partnership with students parents staff and the community to provide opportunities for all. Improving our provision and that for students at other schools is an important component of our ethos for Teaching School and Leading Edge.  Our school motto is ‘In harmony achieving excellence’ and everything we do is planned to enable us to achieve this vision.
CU4405,The parent company of One Call Insurance and a few other subsidiaries
CU4406,CMS MUSIC is a specialist media agency offering the best media planning and buying services exclusively to music clients. We plan comprehensive cost effective advertising campaigns across all platforms using our extensive experience creativity and market knowledge. Using the latest research tools we continuously monitor performance and changes in the industry; allowing us to ensure we deliver the best campaigns possible. We actively seek out to discover new ways new opportunities and new methods to reach the right audiences. We work across all media platforms – TV Radio Digital Press Outdoor Mobile. We are passionate about our business and believe you only make things happen by being proactive. Our clients benefit from their own deals not agency deals and we ensure all our campaigns are booked at the best rates possible. CMS MUSIC also operates as a Consultancy for new ventures/products and aids in implementing contra-promotions.
CU4411,We’re the only major biscuit manufacturer in the UK to focus solely on biscuits and this dedication has helped us become one of the key players in the market.  We employ over 2200 people around the UK in three main manufacturing facilities in Llantarnam Edinburgh and Blackpool a chocolate refinery in Moreton and central distribution hub in Liverpool.  Our head office is based in St. Albans and a subsidiary office is located in Blackpool.  Since November 2013 the company has been owned by Ontario Teachers’ Pension Plan a leading investor and Canadian pension fund. The successful sale is testament to the strong financial performance of Burton’s in recent years which has achieved annual sales of over £330 million in 2012 and continues to grow its market share quarter after quarter.  With our portfolio of iconic brands Burton’s is a leading premium biscuit manufacturer and will continue making ‘Everyday More of a Treat’ for years to come.
CU4412,Part of Tyco International Ltd Tyco Fire & Integrated Solutions (UK) Ltd is headquartered in Manchester North West England and employs over 2000 people in 19 locations across the U.K. and Ireland Azerbaijan in the Caspian Region and Abu Dhabi Dubai and Qatar in the Middle East.
CU4426,At Albemarle we believe that every child deserves the best possible education. Adults and children work together and create an environment in which everyone can flourish and achieve their true potential both academically and socially.     Choosing the right Primary School for your child is one of the most important decisions you will have to make. At Albemarle we want every child's first experience of school to be a happy and positive one and encourage all prospective families to visit.
CU4430,At AXON we simplify complex information to improve outcomes in healthcare through integrated multichannel communication solutions.
CU4438,Fylde Coast Academy Trust (FCAT) was established in 2012 by Fylde Coast Teaching School a partnership of Blackpool Sixth Form College and Hodgson Academy both “Outstanding” learning organisations recognised for their contribution to education on a national level. Our aim is to ensure first class learning opportunities for all young people on the Fylde Coast and across Lancashire. Learners are at the heart of what we do and their outcomes and successes are what drive us. We are a Multi-Academy Trust working in partnership with educational institutions at the heart of our local community fostering collaboration and knowledge sharing which is critical to our culture of continuous improvement.
CU4447,Harris Pye is a rapidly expanding global organisation specialising in the provision of repairs upgrades and conversions to the marine offshore oil and gas and associated onshore industrial sectors. Operating worldwide on a 24/7 basis our philosophy is to provide top quality fast and efficient customer service.
CU4468,The Energy Systems Catapult is one of a network of elite technology and innovation centres set up by Innovate UK. The Catapult works with companies that are focused on exploiting the opportunities created by the need to transform global energy systems; not only playing a part in accelerating technology based solutions but also engaging with Government to address the market mechanisms and business models that will be required to enable such solutions.  The Energy Systems Catapult will create a critical mass for business and research innovation focusing on electricity heat and combustible gases. This centre will be an important part of the UK’s innovation system making a major long-term contribution to UK economic growth. Vision and Mission  The Energy Systems Catapult’s Vision is to enable the UK to be a global leader in the development of new products and services for energy systems Read more The Board  Meet our Board of Directors and find out more about their extensive backgrounds and experience in the UK energy sector. Read more The Management Team  Meet members of the Energy Systems Catapult’s management team and find out more about their backgrounds and skill sets. Read more Frequently Asked Questions  Information about Catapults the Energy Systems Catapult and the delivery of the ETI’s Smart Systems and Heat programme by ESC Read more
CU4503,LEADING EUROPEAN OUTSOURCING PROVIDER OF CUSTOMER RELATIONSHIP MANAGEMENT AND SOCIAL CRM.
CU4504,What we do  URENCO operates in a pivotal area of the nuclear fuel supply chain which ends with the sustainable generation of electricity for consumers around the world. The supply chain itself can be subdivided into four key processes: mining; conversion; enrichment; and fabrication. URENCO uses world-leading centrifuge technology to provide the uranium enrichment services our customers need to generate low carbon nuclear energy.  Our Core Aims  URENCO’s principal activity is the provision of a service to enrich uranium to provide fuel for nuclear power utilities. Its enrichment service is mostly provided on a toll basis using customers’ uranium.  Customer Requirements  URENCO fulfils its customers requirements through its four operational enrichment plants in the UK (URENCO UK) Germany (URENCO Deutschland) the Netherlands (URENCO Nederland) and the US (URENCO USA).  URENCO & ETC  URENCO also owns a 50% interest in Enrichment Technology Company Limited (ETC) a joint venture company jointly owned with Areva. ETC provides enrichment plant design services and gas centrifuge technology for enrichment plants through its subsidiaries in the UK Germany the Netherlands France and the U.S.  Medical & Industrial Purposes  URENCO also utilises its centrifuge technology for medical and industrial purposes through its research unit Stable Isotopes.
CU4506,Our Vision   'Pride in our School'   •Pride in our Learning •Pride in our Community •Pride in our Achievements •Pride in our Future  At Birchwood Community High School we aim to give our learners the best opportunities to develop educationally and as individuals. We will help them to develop a sense of pride in themselves and in their school.   We believe that every child has the capacity to learn and something positive to offer society. With this in mind we
CU4507,Drayton Manor High School opened in November 1930 as a traditional grammar school inspired by the Public Schools of the 19th century and by the Education Act of 1902.  The school building was built on the site of Hanwell Park House land that was then owned by the local historian Sir Montague Sharpe.   After the Second World War as teachers returned from the services the new ideas of the Education Act of 1944 gave rise to a feeling of a better system of education for all and this was the start of a major expansion of the school which lasted until 1974.  Soon afterwards the school transformed into a comprehensive school.    The school celebrated its 80th anniversary on 8 November 2010 and continues to flourish as a well equipped co-educational comprehensive school with foundation status for students aged 11-19.  The school promotes the maximum development of individual students’ talents and potential within a tolerant and caring community.   At Drayton Manor we ask a high standard of our students by creating an atmosphere of encouragement with the emphasis on students developing the habits of hard work organisation and responsibility for their own work.
CU4510,Tayto Castle in the Ulster countryside is where the terrific Tayto crisps are made. The castle is over 500 years old and was originally the home of the O’Hanlon clan one of the mightiest and most powerful clans in all of Ireland.  In 1619 King James I of England confiscated the castle from the O'Hanlon's because they took part in a rebellion against Hugh O'Neill in County Tyrone. The castle was given to Sir Oliver St. John the Lord Lieutenant of Ireland.  The O'Hanlon's decided to try to recapture the castle during the war and 1641 and Sir Oliver St. John was shot through the head with a bullet while directing the castle's defence. In the raging battle that ensued the castle and the nearby church were burnt and destroyed. The ruins of the property then passed into the hands of other families and became the home of the Duke of Manchester in the 1800's.  In 1836 the castle was then rebuilt and truly became a home that befitted a Duke.  The entrance hall had a fine marble fireplace with an overmantle of richly carved Italian woodwork and the ceiling panels were painted with coats of arms of families connected with the history of the castle. The castle remained the home of the Duke of Manchester until 1939.  On 21st October 1943 the castle became the garrison home of the 28th Cavalry Squadron 6th Cavalry Group – 3rd United States Army.  The army used the castle and its grounds for training and preparation prior to being sent to England in April 1944 to prepare for the D-Day Normandy invasions.  The American soldiers were warmly welcomed by the townsfolk of Tandragee friendships were quickly formed and numerous marriages have resulted.
CU4513,NHS
CU4516,Thank you for visiting the Valence School website.  We are proud to share with you the excellent work we do with children and young people who have physical disabilities and complex medical needs.  Our school is unique within the maintained sector in the whole of southern England.  We cater for students aged 4 to 19 and have both day and boarding places.  We have a large site with high quality teaching social care and health care facilities.  A staff team of over 200 people provides specialist  teaching social care therapies and nursing care to an exceptionally high standard.  Our overall aim is to enable every child and young person to achieve meaningful independence.  Students flourish in a supportive but challenging environment making good educational progress and achieving a range of accreditation as they get older.  There is excellent support to enable students to achieve functional communication mobility and skills for daily living.  We are a Foundation Special School and are part of the Kent SEN Trust a cooperative trust of ten schools working together to improve outcomes for all the children and young people attending the schools.  In 2008 Valence became a specialist Sports College and this status plays a significant role in raising students’ achievements and their participation in high quality physical education and sport.  The School works proactively with parents and external professionals to provide holistic support for every child and young person. It is also developing high quality outreach support services to local schools and more widely for children and young people in Kent who have physical disabilities who are attending mainstream schools.  The School always places children and young people at the centre of all decisions it takes and it has a relentless focus on achieving the best possible outcomes for every student.  You can find out about us through this website but can also visit to see the School first hand!
CU4520,Back in early 2000 I had returned from 6 months travelling to work with my family Ice Cream business.  Whilst working on one of the Ice Cream vans all the kids kept asking me repeatedly to get Pokemon cards in for them.  Their nagging persisted so in an attempt to get them off my back more than anything I decided to buy a box of cards from eBay from the USA.     Unbeknown to me the box contained cards not yet released in the UK.  The kids went crazy for these and word spread fast (think Willy Wonka's golden tickets).  I couldn't buy them fast enough and kids would come from all over the city to buy thousands of packs of cards on my rounds.  It was unbelievable.     Pandora's box had been opened and from there we evolved into selling a wide ranging portfolio of products on online marketplaces.  We decided we needed a brand so decided on the name LUPO. This is the Italian word for Wolf.  Near where my father was born in Calabria Southern Italy wild wolves roam in the mountain woods.  I thought it was a snappy name.     The LUPO brand now has an ever increasing portfolio of products and since we have opened our own webstore many more people have found our 'Simple solutions for Life'.     We hope that we can offer you the best products at great prices married to good service
CU4525,Top 100 Schools    The High School for Girls has a national reputation for academic excellence.  Outstanding results are achieved not only through our students gaining the top A* and A grades but through the progress that every student makes during their time at the High School.  This pursuit of educational success consistently makes the High School for Girls one of the top state schools in the country.
CU4529,they purchase It for halton schools and do all the support also linked with FK construction
CU4530,The Thomas Hardye School Purpose and Values  Learning is Everything  Our Purpose  To unlock the potential in every young person through discovery and outstanding opportunities for learning Our Values  We believe in the power of learning as a means to transform lives  We believe that every young person has a talent that can be nurtured through relentless optimism  We believe that mutual respect is the foundation for good relationships and that we should act with care concern and generosity towards each other  We believe learning for life is best provided in an environment where young people come together regardless of ability background or religion  Our approach to promoting students’ spiritual moral social and cultural development
CU4532,FK Group is a national full building envelope contractor specialising in roofing cladding glazing and maintenance across a diverse range of sectors.  Working on a variety of projects from upgrading existing buildings to complex and large scale new build projects we support our clients from the early design stage to construction and onwards throughout the life of the building.  We have been involved in a number of high profile construction projects over the past 18 months including the Manchester City Football Academy a new 70500 sq ft office and retail development in Farringdon – Turnmill and the new City Council offices at Smithfield Stoke-on-Trent.  Now in our thirty-sixth year our vision is to become the first choice provider of full envelope solutions; by investing in our people and continuing to improve our skills within our field of expertise we will be known for our commitment to safety quality and sustainability for the benefit of our clients
CU4538,Countrywide Freight Group  - market leaders in delivery services between the UK and Ireland   Countrywide Freight Group is a transport company which is recognised as the market leader in parcel pallet and groupage collection and delivery services between the UK and Ireland.    As a privately owned transport company we have built our reputation on Next Day Delivery from the UK to Ireland and we take great pride in providing a high standard of service and customer satisfaction to our loyal customer base.
CU4546,From humble beginnings in 1994 (with the three of us in a stable block at Buckland) to the DCS that you know today – a team of 320 people with a depth of industry experience.  DCS is now the UK’s largest distributor of health beauty and household brands we could not have done it without you.  Since launch in 1994 our objective has been to drive growth – primarily to help you to grow. Everything we do is focused on delivering value loyalty and delight by achieving excellence at every level
CU4548,Complete technology service provider …     As a Managed Services Provider Eventura ensure that clients receive the most from their business technology. Partnering with some of the largest global technology firms we bring market leading solutions to SME organisations.     For over ten years Eventura have provided businesses throughout the UK with innovative reliable and flexible IT solutions. Our proactive service has allowed us to build an enviable reputation for delivering end-to-end technology tailored to meet your specific business requirements.
CU4551,Welcome to Brookdale Primary School.  We are a Community Primary School based in Greasby on the Wirral Peninsula in the North West of England
CU4589,Broadcasting
CU4592,Thermo Fisher Scientific Inc. (NYSE: TMO) is the world leader in serving science with revenues of $17 billion and approximately 50000 employees in 50 countries. Our mission is to enable our customers to make the world healthier cleaner and safer. We help our customers accelerate life sciences research solve complex analytical challenges improve patient diagnostics and increase laboratory productivity. Through our premier brands – Thermo Scientific Applied Biosystems Invitrogen Fisher Scientific and Unity Lab Services – we offer an unmatched combination of innovative technologies purchasing convenience and comprehensive support.
CU4596,We’re a team of digital marketers developers designers highly trained call centre staff and pool demons and we’ve been honing our lead generation techniques for nearly 15 years now.  Our beliefs are simple: good relationships and a straightforward honest approach coupled with captivating content technical know-how and the desire to get results.
CU4599,Altien provides a Legal focused Matter Centric out-of-the-box enterprise document management system.  Our solutions focus on the management of unstructured material (documents paper emails and all other types of electronic files) including collaboration workflow imaging eDiscovery Records Management and Information Lifecycle Governance.
CU4606,One man band
CU4607,The creation of Immense Simulations to commercialise some of the TSC's ideas is part of their approach to supporting the growing Intelligent Mobility market.     Immense Simulations is partnering with other innovative startups and established engineering companies in high profile projects and will be bringing solutions to your streets over the next few years.     If you would like to be part of this journey and to own some of the benefits then please contact us.   Immense Simulations is a spin off from the Transport Systems Catapult one of 9 elite technology and innovation centres established and overseen by the UK's innovation agency Innovate UK. The TSC was created to drive and promote the Intelligent mobility  market - using new and emerging technologies to transport goods and people more efficiently. One of the barriers they identified was the ability of modelling and analytics to work in domains with bigger data sets and bigger scopes. Not to look at a junction road or corridor but to consider a whole city.
CU4609,Large KFC Franchise
CU4618,The firm was founded in 1961 by George Grenfell-Baines with architects Bill White and John Wilkinson quantity surveyor Arnold Towler and eight associate partners: Brian & Derek Cobb Keith Ingham Peter Renninson David Rock Lorrie Rossant N Keith Scott and Sid Tasker. The associates were made full equity partners in 1964. Grenfell-Baines was the first chairman.  BDP was the end result of a series of experiments in profit sharing and multidisciplinary working begun by Grenfell-Baines in 1941 with the Grenfell Baines Group. A 1962 policy statement committed BDP to “the principle of equal status for all professions”.[2] The firm expanded rapidly over the following decades and had 30 partners and 700 staff by the time of Grenfell-Baines’s retirement in 1974
CU4624,Key Supplier of Tissue Products In the UK Accrol is recognised as a key supplier of both branded and private label tissue paper products to major retailers in the household sector and to national distributors in the away from home sector.
CU4643,EBITS is the leading provider of software and hardware solutions to the aviation refuelling industry around the world. Providing a comprehensive range of products services and support that both aid and facilitate the management of fuelling operations from tank through to billing.
CU4654,The company produces more than 17000 items at 10 different factories. It has 6000 employees and a presence in over 120 countries.
CU4657,Part of FCAT
CU4662,KFC SI  We are Celestra talented specialists in delivering IT services to the Hospitality and Retail industries. Celestra was formed by John Williams and Mark Adkins in 2007 bringing together a wealth of experience from across the sector. Since then Celestra has gathered a star studded cast and has established its headquarters in Milton Keynes. With teams spread across the UK we deliver an exceptional customer experience and speed of delivery which is second to none. We understand the essential ingredients required to build strong long term partnerships. In an industry that never sleeps we are fully committed and on-hand to serve solutions 24 hours a day 7 days a week. Thanks to the collective efforts of our people Celestra enjoys a strong and growing position in the marketplace working with and trusted by some of the best and biggest brand names in the industry.
CU4672,Ireland Euro account for Gist UK
CU4673,Primary School - now part of Fylde Coast Academy Trust
CU4684,Primary School from 4-11 years.
CU4691,Totally Plc is addressing some of the biggest challenges our country faces in terms of healthcare and the growing demands facing our NHS.  As the population of the UK increases with people living longer coupled with the growth in the number of people living with a Long Term Condition the demand for high quality accessible health care services increases. This is a £20bn market for the UK alone.  Totally’s aim is to become the leading provider of out-of-hospital care. This includes our Clinical Health Coaching services which support individuals to better self manage their health and live longer healthier lives.  Totally Plc listed on London’s Alternative Investment Market in November 2000 and currently trades under the symbol TLY.  The company currently has four wholly-owned subsidiaries – Totally Health My Clinical Coach Premier Physical Healthcare Limited and About Health Limited.
CU4694,The First Class Learning maths and English programmes have been designed by a team of maths and English specialists with a wealth of experience in primary secondary and special needs education and a commitment to enhancing children's learning.
